Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
GADAG,INC,2,210000000.0,3 Crore+,KARNATAKA,Graduate
RAIGAON (SC),BJP,0,60000000.0,48 Lac+,MADHYA PRADESH,Graduate
COOCHBEHAR DAKSHIN,BJP,4,0.0,3 Lac+,WEST BENGAL,12th Pass
VISAKHAPATNAM WEST,TDP,0,250000000.0,93 Lac+,ANDHRA PRADESH,Graduate
PONGCHAO WAKKA,BJP,0,60000000.0,0,ARUNACHAL PRADESH,Graduate
ARKAKONG (ST),NPP,0,10000000.0,10 Lac+,NAGALAND,Post Graduate
SAPTAGRAM,AITC,0,10000000.0,4 Lac+,WEST BENGAL,Graduate
PANCHLA,AITC,0,0.0,9 Lac+,WEST BENGAL,Post Graduate
AONLA,BJP,1,20000000.0,0,UTTAR PRADESH,10th Pass
CHOTILA,BJP,0,30000000.0,30 Lac+,GUJARAT,12th Pass
ALIRAJPUR (ST),BJP,1,40000000.0,6 Lac+,MADHYA PRADESH,12th Pass
KOZHIKODE NORTH,CPI(M),0,40000000.0,1 Lac+,KERALA,Graduate
MANNADIPET,BJP,0,250000000.0,4 Crore+,PUDUCHERRY,Post Graduate
KHANPUR,IND,14,540000000.0,2 Crore+,UTTARAKHAND,Post Graduate
AGRA SOUTH,BJP,4,40000000.0,0,UTTAR PRADESH,Graduate Professional
DHANEKHALI (SC),AITC,0,8400000.0,0,WEST BENGAL,10th Pass
VILAVANCODE,INC,8,90000000.0,2 Crore+,TAMIL NADU,Post Graduate
VIDHYADHAR NAGAR,BJP,0,190000000.0,0,RAJASTHAN,Graduate
KARAULI,BJP,0,10000000.0,4 Lac+,RAJASTHAN,Post Graduate
JALANDHAR CANTT,INC,0,30000000.0,5 Lac+,PUNJAB,Graduate Professional
BARKHOLA,INC,0,4700000.0,7 Lac+,ASSAM,Post Graduate
KONDLI,AAP,0,2600000.0,0,DELHI,Graduate
BONAI,CPI(M),14,3000000.0,0,ODISHA,12th Pass
KHUJJI,INC,0,10000000.0,3 Lac+,CHHATTISGARH,Post Graduate
DULIAJAN,BJP,0,6500000.0,50 Lac+,ASSAM,Post Graduate
RAMANUJGANJ (ST),BJP,0,60000000.0,49 Lac+,CHHATTISGARH,Graduate
WORLI,SHS,0,170000000.0,0,MAHARASHTRA,Graduate
BITHOOR,BJP,5,60000000.0,50 Lac+,UTTAR PRADESH,Graduate
BIJNOR,BJP,0,30000000.0,6 Lac+,UTTAR PRADESH,Post Graduate
WARSALIGANJ,BJP,1,0.0,48 Lac+,BIHAR,12th Pass
MADARIHAT (ST),BJP,7,3200000.0,16 Lac+,WEST BENGAL,Graduate
PRODDATUR,YSRCP,3,30000000.0,2 Crore+,ANDHRA PRADESH,Post Graduate
MORADABAD NAGAR,BJP,0,90000000.0,84 Lac+,UTTAR PRADESH,Graduate
BARABATI-CUTTACK,INC,13,170000000.0,18 Lac+,ODISHA,Post Graduate
SAPOTRA (ST),BJP,0,30000000.0,1 Crore+,RAJASTHAN,Graduate
INDAPUR,NCP,0,320000000.0,0,MAHARASHTRA,12th Pass
TALEIGAO,BJP,1,480000000.0,6 Crore+,GOA,Graduate
HAYAGHAT,BJP,2,0.0,0,BIHAR,12th Pass
BARABANKI,SP,3,20000000.0,0,UTTAR PRADESH,12th Pass
JABALPUR CANTT.,BJP,0,40000000.0,1 Crore+,MADHYA PRADESH,Post Graduate
NIPPANI,BJP,1,520000000.0,22 Crore+,KARNATAKA,12th Pass
BHARUCH,BJP,2,10000000.0,0,GUJARAT,12th Pass
PILANI (SC),INC,0,10000000.0,28 Lac+,RAJASTHAN,Post Graduate
SAMALKHA,INC,0,10000000.0,0,HARYANA,12th Pass
MAWHATI (ST),INC,0,20000000.0,9 Lac+,MEGHALAYA,12th Pass
JHUNJHUNU,INC,0,150000000.0,3 Crore+,RAJASTHAN,Graduate
KHAJAULI,BJP,4,20000000.0,12 Lac+,BIHAR,10th Pass
MANTRALAYAM,YSRCP,1,20000000.0,23 Lac+,ANDHRA PRADESH,Post Graduate
BHOJIPURA,SP,2,90000000.0,28 Lac+,UTTAR PRADESH,Graduate Professional
NAGPUR SOUTH WEST,BJP,4,80000000.0,62 Lac+,MAHARASHTRA,Graduate
KOPPAL,INC,1,140000000.0,11 Crore+,KARNATAKA,Graduate
KARAD SOUTH,INC,0,160000000.0,5 Lac+,MAHARASHTRA,Graduate
TOSHAM,INC,0,510000000.0,69 Lac+,HARYANA,Graduate
JHABRERA (SC),INC,0,8500000.0,1 Lac+,UTTARAKHAND,Graduate Professional
SHEIKHPURA,RJD,7,60000000.0,76 Lac+,BIHAR,12th Pass
THIRUVALLA,JD(S),0,20000000.0,0,KERALA,12th Pass
BHAVANISAGAR (SC),AIADMK,0,2500000.0,11 Lac+,TAMIL NADU,Graduate Professional
PERAVOOR,INC,0,8700000.0,51 Lac+,KERALA,Graduate
KHARIAR,INC,4,20000000.0,51 Lac+,ODISHA,Graduate
MADAKASIRA,YSRCP,0,150000000.0,6 Crore+,ANDHRA PRADESH,Graduate
BIKANER WEST,BJP,4,10000000.0,0,RAJASTHAN,12th Pass
KHALILABAD,BJP,0,60000000.0,1 Crore+,UTTAR PRADESH,Graduate
CHERIA - BARIARPUR,RJD,0,30000000.0,1 Lac+,BIHAR,Graduate
PANDUA,AITC,0,30000000.0,0,WEST BENGAL,Doctorate
MANDSOUR,INC,0,20000000.0,0,MADHYA PRADESH,Post Graduate
KHANDWA (SC),BJP,0,2600000.0,1 Lac+,MADHYA PRADESH,Graduate
GORIAKOTHI,BJP,0,30000000.0,56 Lac+,BIHAR,Post Graduate
SANTRAMPUR (ST),BJP,0,20000000.0,53 Lac+,GUJARAT,12th Pass
BHIMLI,YSRCP,0,350000000.0,5 Crore+,ANDHRA PRADESH,Graduate
DHAMPUR,BJP,0,100000000.0,59 Lac+,UTTAR PRADESH,Post Graduate
KHANPUR,SHS,0,60000000.0,2 Crore+,MAHARASHTRA,Graduate
BASTA,BJD,0,0.0,4 Lac+,ODISHA,Post Graduate
SANVORDEM,BJP,0,190000000.0,4 Crore+,GOA,Post Graduate
THANDLA (ST),INC,0,8800000.0,3 Lac+,MADHYA PRADESH,Post Graduate
BADRINATH,INC,0,9800000.0,10 Lac+,UTTARAKHAND,Post Graduate
HATKANANGLE (SC),INC,0,100000000.0,1 Crore+,MAHARASHTRA,Post Graduate
SHAHADA (ST),BJP,1,30000000.0,11 Lac+,MAHARASHTRA,Graduate
MANIKA (ST),INC,0,10000000.0,27 Lac+,JHARKHAND,Graduate
CHALISGAON,BJP,1,160000000.0,7 Crore+,MAHARASHTRA,Graduate
PHALODI,BJP,0,10000000.0,6 Lac+,RAJASTHAN,Post Graduate
CHAPRA,AITC,0,3400000.0,0,WEST BENGAL,10th Pass
PUTHUPPALLY,INC,4,40000000.0,31 Lac+,KERALA,Graduate
ENTALLY,AITC,0,100000000.0,0,WEST BENGAL,Graduate Professional
PATTAMBI,CPI,0,6700000.0,29 Lac+,KERALA,Graduate Professional
ETAWAH,BJP,0,30000000.0,12 Lac+,UTTAR PRADESH,Graduate Professional
JAWALI,INC,0,0.0,28 Lac+,HIMACHAL PRADESH,Graduate
KUSHESHWAR ASTHAN (SC),JD(U),1,10000000.0,1 Lac+,BIHAR,12th Pass
NARKATIAGANJ,BJP,2,10000000.0,4 Lac+,BIHAR,Graduate
RAYBAG (SC),BJP,0,140000000.0,1 Crore+,KARNATAKA,Graduate
CHEYYAR,DMK,3,6300000.0,9 Lac+,TAMIL NADU,Post Graduate
ALANGUDI,DMK,29,10000000.0,12 Lac+,TAMIL NADU,10th Pass
NASHIK (CENTRAL),BJP,0,70000000.0,9 Lac+,MAHARASHTRA,Graduate
DOIWALA,BJP,0,10000000.0,0,UTTARAKHAND,10th Pass
BARKATHA,IND,0,10000000.0,41 Lac+,JHARKHAND,Post Graduate
DEGLUR (SC),INC,0,0.0,21 Lac+,MAHARASHTRA,Graduate
SALTORA (SC),BJP,0,0.0,0,WEST BENGAL,Post Graduate
ULHASNAGAR,BJP,2,270000000.0,10 Crore+,MAHARASHTRA,12th Pass
ATELI,BJP,0,30000000.0,21 Lac+,HARYANA,Graduate Professional
SHIMLA,INC,1,40000000.0,30 Lac+,HIMACHAL PRADESH,Graduate
SANDI (SC),BJP,0,20000000.0,1 Lac+,UTTAR PRADESH,Graduate
WARASEONI,INC,0,0.0,0,MADHYA PRADESH,Graduate Professional
CHENGAM (SC),DMK,0,10000000.0,29 Lac+,TAMIL NADU,12th Pass
GAJUWAKA,YSRCP,0,160000000.0,23 Lac+,ANDHRA PRADESH,Graduate
GAUHATI EAST,BJP,0,80000000.0,3 Crore+,ASSAM,Post Graduate
MORVA HADAF (ST),BJP,0,5600000.0,0,GUJARAT,10th Pass
VAGRA,BJP,0,0.0,61 Lac+,GUJARAT,Graduate Professional
ELLISBRIDGE,BJP,1,30000000.0,0,GUJARAT,Graduate
AJNALA,AAP,1,10000000.0,36 Lac+,PUNJAB,Graduate Professional
AKOLE,NCP,0,5200000.0,17 Lac+,MAHARASHTRA,12th Pass
BHINMAL,INC,0,70000000.0,60 Lac+,RAJASTHAN,Post Graduate
PATEPUR (SC),BJP,0,10000000.0,9 Lac+,BIHAR,10th Pass
HABIBPUR (ST),BJP,0,3200000.0,0,WEST BENGAL,10th Pass
JUBBAL-KOTKHAI,INC,0,100000000.0,26 Lac+,HIMACHAL PRADESH,Graduate
BADHARGHAT (SC),BJP,0,2400000.0,0,TRIPURA,10th Pass
KURHANI,RJD,1,10000000.0,15 Lac+,BIHAR,Graduate
JANGIPARA,AITC,1,0.0,2 Lac+,WEST BENGAL,Post Graduate
PULIVENDLA,YSRCP,38,0.0,1 Crore+,ANDHRA PRADESH,12th Pass
BAPATLA,YSRCP,0,280000000.0,83 Lac+,ANDHRA PRADESH,Graduate
PINDWARA ABU (ST),BJP,0,10000000.0,8 Lac+,RAJASTHAN,Post Graduate
MANAVELY,BJP,5,30000000.0,1 Crore+,PUDUCHERRY,Graduate
TIJARA,BJP,1,0.0,0,RAJASTHAN,Post Graduate
GIDDERBAHA,INC,0,150000000.0,4 Crore+,PUNJAB,Graduate
DR.RADHAKRISHNAN NAGAR,DMK,0,1500000.0,0,TAMIL NADU,Graduate Professional
BIDAR,INC,0,830000000.0,5 Crore+,KARNATAKA,10th Pass
FALAKATA (SC),BJP,8,8800000.0,29 Lac+,WEST BENGAL,12th Pass
PANAGAR,BJP,0,230000000.0,2 Crore+,MADHYA PRADESH,Graduate Professional
CHENARI (SC),INC,1,1700000.0,0,BIHAR,Graduate
SIWAN,RJD,2,20000000.0,19 Lac+,BIHAR,12th Pass
FATEHPUR,SP,0,20000000.0,23 Lac+,UTTAR PRADESH,Post Graduate
CHITTAPUR (SC),INC,9,160000000.0,28 Lac+,KARNATAKA,Post Graduate
ALOT (SC),BJP,1,290000000.0,1 Crore+,MADHYA PRADESH,Graduate Professional
JAGATDAL,AITC,6,20000000.0,10 Lac+,WEST BENGAL,12th Pass
AUL,BJD,0,60000000.0,3 Lac+,ODISHA,Post Graduate
CHIRAIA,BJP,0,10000000.0,1 Lac+,BIHAR,Graduate
KOTKAPURA,AAP,4,4400000.0,0,PUNJAB,12th Pass
BHATGAON,BJP,0,10000000.0,28 Lac+,CHHATTISGARH,Post Graduate
YELBURGA,INC,0,0.0,4 Crore+,KARNATAKA,Graduate Professional
KALWAN (ST),NCP,0,50000000.0,0,MAHARASHTRA,12th Pass
NARASANNAPETA,YSRCP,0,20000000.0,0,ANDHRA PRADESH,Graduate
KISHNI (SC),SP,0,0.0,30 Lac+,UTTAR PRADESH,Graduate
NABHA (SC),AAP,1,5300000.0,0,PUNJAB,Graduate Professional
CHAMPAWAT,BJP,0,100000000.0,0,UTTARAKHAND,Post Graduate
BABARPUR,AAP,1,9000000.0,0,DELHI,Post Graduate
SHRAVANABELAGOLA,JD(S),0,90000000.0,3 Crore+,KARNATAKA,Graduate
HAJO,BJP,0,30000000.0,0,ASSAM,Post Graduate
ABHAYAPURI SOUTH (SC),INC,0,30000000.0,0,ASSAM,Graduate
RAJGANJ (SC),AITC,1,6300000.0,8 Lac+,WEST BENGAL,12th Pass
MALHARA,INC,0,3600000.0,1 Lac+,MADHYA PRADESH,12th Pass
CHAMRAUA,SP,30,40000000.0,0,UTTAR PRADESH,Post Graduate
PACHORA,SHS,3,120000000.0,10 Crore+,MAHARASHTRA,Graduate
BITHARI CHAINPUR,BJP,0,170000000.0,3 Crore+,UTTAR PRADESH,Post Graduate
RAJKOT SOUTH,BJP,0,1750000000.0,8 Crore+,GUJARAT,10th Pass
CHHENDIPADA,BJD,0,110000000.0,70 Lac+,ODISHA,Graduate
AMANPUR,BJP,0,20000000.0,4 Lac+,UTTAR PRADESH,Post Graduate
GANDHINAGAR,INC,0,480000000.0,6 Crore+,KARNATAKA,Graduate
GOVINDPURA,BJP,0,100000000.0,59 Lac+,MADHYA PRADESH,Graduate
GURH,BJP,0,40000000.0,9 Lac+,MADHYA PRADESH,12th Pass
KANAKAPURA,INC,19,14130000000.0,265 Crore+,KARNATAKA,Graduate
PURBASTHALI UTTAR,AITC,3,10000000.0,14 Lac+,WEST BENGAL,Graduate
SUPAUL,JD(U),0,20000000.0,0,BIHAR,Graduate
CHICKPET,BJP,2,2410000000.0,48 Crore+,KARNATAKA,Graduate
UDGIR (SC),NCP,0,20000000.0,0,MAHARASHTRA,12th Pass
BAIRIA,SP,1,20000000.0,2 Lac+,UTTAR PRADESH,Post Graduate
VANIYAMBADI,AIADMK,1,20000000.0,66 Lac+,TAMIL NADU,Graduate
KAVUNDAMPALAYAM,AIADMK,0,30000000.0,95 Lac+,TAMIL NADU,Post Graduate
ANINI,BJP,0,20000000.0,0,ARUNACHAL PRADESH,Graduate
PIRANKALIYAR,INC,4,20000000.0,6 Lac+,UTTARAKHAND,Graduate
BASODA,BJP,0,80000000.0,4 Lac+,MADHYA PRADESH,12th Pass
SHOLINGHUR,INC,2,700000000.0,50 Crore+,TAMIL NADU,Post Graduate
KAISERGANJ,SP,0,10000000.0,0,UTTAR PRADESH,Post Graduate
MAHUDHA,BJP,0,40000000.0,74 Lac+,GUJARAT,Graduate
ARAKALGUD,JD(S),0,370000000.0,4 Crore+,KARNATAKA,Post Graduate
KHERWARA (ST),INC,0,40000000.0,14 Thou+,RAJASTHAN,Graduate Professional
KINNAUR (ST),INC,1,30000000.0,32 Lac+,HIMACHAL PRADESH,Graduate
ADAMPUR (SC),INC,0,3700000.0,18 Thou+,PUNJAB,Post Graduate
KADAPA,YSRCP,3,0.0,16 Lac+,ANDHRA PRADESH,Post Graduate
DIGAPAHANDI,BJD,0,160000000.0,0,ODISHA,Graduate
VIRUGAMPAKKAM,DMK,6,20000000.0,24 Lac+,TAMIL NADU,12th Pass
AHMEDPUR,NCP,0,60000000.0,75 Crore+,MAHARASHTRA,Graduate Professional
NADAUN,INC,4,70000000.0,22 Lac+,HIMACHAL PRADESH,Graduate
IMPUR (ST),NDPP,0,150000000.0,0,NAGALAND,Graduate
LUDHIANA EAST,AAP,3,0.0,14 Lac+,PUNJAB,Graduate
TARAKESWAR,AITC,4,30000000.0,9 Lac+,WEST BENGAL,Graduate
NAMSAI,BJP,0,270000000.0,98 Lac+,ARUNACHAL PRADESH,Graduate
MAHUVA (ST),BJP,0,20000000.0,13 Lac+,GUJARAT,12th Pass
AJMER SOUTH (SC),BJP,0,30000000.0,21 Lac+,RAJASTHAN,Graduate Professional
PIPRA,JD(U),3,5300000.0,11 Lac+,BIHAR,12th Pass
DIDARGANJ,SP,0,40000000.0,20 Lac+,UTTAR PRADESH,Post Graduate
SHIVADI,SHS,1,40000000.0,39 Lac+,MAHARASHTRA,Graduate
KANTI,RJD,2,9500000.0,20 Lac+,BIHAR,Graduate
SHILLAI,INC,1,130000000.0,45 Lac+,HIMACHAL PRADESH,Graduate
SRIMADHOPUR,BJP,1,20000000.0,0,RAJASTHAN,Post Graduate
MATAR,BJP,0,10000000.0,0,GUJARAT,10th Pass
PAMARRU,YSRCP,2,0.0,29 Lac+,ANDHRA PRADESH,Graduate Professional
MEMARI,AITC,2,7800000.0,0,WEST BENGAL,Graduate
SANCHI (SC),BJP,0,110000000.0,99 Lac+,MADHYA PRADESH,Graduate
GULBARGA DAKSHIN,INC,0,60000000.0,1 Crore+,KARNATAKA,Post Graduate
KALOL-PANCHMAHALS,BJP,0,0.0,6 Lac+,GUJARAT,10th Pass
UDHARBOND,BJP,0,4200000.0,1 Lac+,ASSAM,Graduate
BARGHAT (ST),BJP,0,10000000.0,9 Lac+,MADHYA PRADESH,12th Pass
CHANDPUR,SP,6,50000000.0,60 Lac+,UTTAR PRADESH,Post Graduate
AMPINAGAR (ST),Tipra Motha Party,0,1800000.0,3 Lac+,TRIPURA,Post Graduate
RAJAMPET,YSRCP,0,500000000.0,10 Crore+,ANDHRA PRADESH,Graduate
KASGANJ,BJP,2,20000000.0,0,UTTAR PRADESH,Post Graduate
HADAPSAR,NCP,2,400000000.0,4 Crore+,MAHARASHTRA,Graduate
ONGOLE,YSRCP,2,50000000.0,0,ANDHRA PRADESH,12th Pass
MELUR,AIADMK,0,10000000.0,0,TAMIL NADU,Post Graduate
BORIVALI,BJP,0,0.0,50 Lac+,MAHARASHTRA,Graduate
BATHINDA RURAL (SC),AAP,1,20000000.0,0,PUNJAB,Post Graduate
RAMGARH,RJD,2,50000000.0,72 Lac+,BIHAR,12th Pass
GOSABA (SC),AITC,1,20000000.0,0,WEST BENGAL,Graduate Professional
KARIMGANJ NORTH,INC,0,0.0,0,ASSAM,Post Graduate
OVALA MAJIWADA,SHS,5,1430000000.0,117 Crore+,MAHARASHTRA,Graduate
PALITANA,BJP,0,8900000.0,0,GUJARAT,Post Graduate
TIRTHAHALLI,BJP,0,60000000.0,6 Lac+,KARNATAKA,Post Graduate
DODDABALLAPUR,BJP,1,9700000.0,40 Lac+,KARNATAKA,Graduate Professional
WANGOI,NPP,0,30000000.0,87 Lac+,MANIPUR,Graduate Professional
PARADEEP,BJD,3,20000000.0,25 Lac+,ODISHA,Graduate Professional
ZAIDPUR (SC),SP,3,3100000.0,35 Lac+,UTTAR PRADESH,Graduate
FATEHABAD,BJP,0,170000000.0,79 Lac+,HARYANA,Graduate
KAZHAKKOOTTAM,CPI(M),13,10000000.0,0,KERALA,10th Pass
SAHEBPUR KAMAL,RJD,0,40000000.0,15 Lac+,BIHAR,Graduate
KESHIARY (ST),AITC,0,4000000.0,0,WEST BENGAL,10th Pass
LATUR CITY,INC,0,220000000.0,1 Crore+,MAHARASHTRA,Post Graduate
YAMUNOTRI,IND,1,0.0,70 Thou+,UTTARAKHAND,Post Graduate
RAJKOT RURAL (SC),BJP,0,20000000.0,16 Lac+,GUJARAT,12th Pass
BHIMAVARAM,YSRCP,0,390000000.0,7 Crore+,ANDHRA PRADESH,Graduate
SAWANTWADI,SHS,0,820000000.0,22 Crore+,MAHARASHTRA,Graduate
KUTUMBA (SC),INC,2,70000000.0,60 Lac+,BIHAR,Graduate
GUNTAKAL,YSRCP,2,30000000.0,86 Lac+,ANDHRA PRADESH,Post Graduate
POLUR,AIADMK,1,70000000.0,1 Crore+,TAMIL NADU,Graduate Professional
SITAPUR,BJP,0,8800000.0,25 Lac+,UTTAR PRADESH,Graduate Professional
MANDAL,BJP,1,10000000.0,99 Thou+,RAJASTHAN,Graduate
PUNDRI,IND,0,40000000.0,82 Lac+,HARYANA,Graduate Professional
DHEMAJI (ST),BJP,0,10000000.0,12 Lac+,ASSAM,Post Graduate
NARGUND,BJP,0,160000000.0,4 Crore+,KARNATAKA,Graduate Professional
MANASA,BJP,1,160000000.0,3 Crore+,MADHYA PRADESH,Graduate
NUZVID,YSRCP,2,170000000.0,24 Lac+,ANDHRA PRADESH,Graduate Professional
HANSAN,AITC,0,140000000.0,1 Crore+,WEST BENGAL,Graduate
SION KOLIWADA,BJP,3,30000000.0,2 Crore+,MAHARASHTRA,Graduate
CHITRAKOT (ST),BJP,1,6000000.0,6 Lac+,CHHATTISGARH,Post Graduate
INDORE-4,BJP,0,40000000.0,62 Lac+,MADHYA PRADESH,Post Graduate
JHABUA (ST),INC,10,60000000.0,56 Lac+,MADHYA PRADESH,Graduate
LONGDING PUMAO,BJP,2,20000000.0,0,ARUNACHAL PRADESH,Graduate
GODHRA,BJP,0,130000000.0,0,GUJARAT,Graduate
BYADGI,INC,0,40000000.0,2 Crore+,KARNATAKA,Graduate
AKOTA,BJP,0,80000000.0,0,GUJARAT,Graduate Professional
JALESWAR,BJD,3,9300000.0,0,ODISHA,Post Graduate
CHANASMA,INC,0,50000000.0,53 Lac+,GUJARAT,12th Pass
VIDISHA,BJP,1,70000000.0,1 Crore+,MADHYA PRADESH,Post Graduate
BAMUTIA (SC),CPI(M),0,1900000.0,5 Lac+,TRIPURA,10th Pass
GHASIPURA,BJD,0,10000000.0,10 Lac+,ODISHA,Post Graduate
BHATLI,BJD,3,5800000.0,0,ODISHA,Graduate Professional
PORVORIM,BJP,1,210000000.0,3 Crore+,GOA,Graduate
HINGNA,BJP,0,1590000000.0,63 Crore+,MAHARASHTRA,Graduate
NAGRAKATA (ST),BJP,1,1300000.0,0,WEST BENGAL,Post Graduate
MAHMOODABAD,BJP,3,50000000.0,25 Lac+,UTTAR PRADESH,Graduate
YELLAPUR,BJP,1,210000000.0,2 Crore+,KARNATAKA,Graduate
ROHINI,BJP,2,100000000.0,1 Crore+,DELHI,Graduate
BENIPUR,JD(U),0,20000000.0,5 Lac+,BIHAR,Post Graduate
PATPARGANJ,AAP,3,9300000.0,0,DELHI,Post Graduate
SANAND,BJP,1,210000000.0,36 Lac+,GUJARAT,Graduate
KHARDAHA,AITC,1,10000000.0,16 Lac+,WEST BENGAL,Graduate Professional
GEORAI,BJP,1,50000000.0,97 Lac+,MAHARASHTRA,Graduate
KURHANI : BYE ELECTION ON 05-12-2022,BJP,5,20000000.0,8 Lac+,BIHAR,10th Pass
KORAON (SC),BJP,0,6900000.0,0,UTTAR PRADESH,12th Pass
SRIPERUMBUDUR (SC),INC,3,0.0,1 Crore+,TAMIL NADU,Post Graduate
KATPADI,DMK,8,300000000.0,0,TAMIL NADU,Post Graduate
CHALLAKERE (ST),INC,0,0.0,11 Crore+,KARNATAKA,Graduate
THOUSAND LIGHTS,DMK,0,10000000.0,3 Lac+,TAMIL NADU,Graduate Professional
RAJIM,BJP,0,10000000.0,47 Lac+,CHHATTISGARH,12th Pass
ANUPSHAHR,BJP,0,30000000.0,64 Lac+,UTTAR PRADESH,Graduate Professional
LIMBDI,BJP,0,20000000.0,0,GUJARAT,10th Pass
ISAULI,SP,3,50000000.0,35 Lac+,UTTAR PRADESH,Graduate Professional
SIRATHU,SP,0,30000000.0,8 Lac+,UTTAR PRADESH,Post Graduate
PUNHANA,INC,0,0.0,4 Lac+,HARYANA,12th Pass
SHANTINAGAR,INC,1,4390000000.0,28 Crore+,KARNATAKA,Graduate
HATA,BJP,7,30000000.0,0,UTTAR PRADESH,12th Pass
SISWA,BJP,0,30000000.0,15 Lac+,UTTAR PRADESH,Post Graduate
RANAGHAT UTTAR PURBA (SC),BJP,4,2400000.0,56 Thou+,WEST BENGAL,12th Pass
JASPUR,INC,1,30000000.0,32 Lac+,UTTARAKHAND,Graduate Professional
DHURI,AAP,1,10000000.0,30 Lac+,PUNJAB,Graduate Professional
SHIKARIPURA,BJP,2,1260000000.0,34 Crore+,KARNATAKA,Graduate
KHURAI,BJP,0,30000000.0,50 Lac+,MANIPUR,Graduate
MANGALDOI (SC),INC,0,30000000.0,70 Lac+,ASSAM,Post Graduate
NANDED SOUTH,INC,0,20000000.0,13 Lac+,MAHARASHTRA,12th Pass
KHAJANI (SC),BJP,1,20000000.0,0,UTTAR PRADESH,Post Graduate
KATEHARI,SP,3,90000000.0,31 Lac+,UTTAR PRADESH,Graduate
HOWRAH UTTAR,AITC,4,10000000.0,0,WEST BENGAL,12th Pass
SAVARKUNDLA,BJP,0,90000000.0,2 Crore+,GUJARAT,10th Pass
SIRA,INC,6,390000000.0,2 Crore+,KARNATAKA,12th Pass
MANGOL PURI,AAP,1,76000.0,0,DELHI,Others
WAKCHING (ST),NDPP,0,50000000.0,0,NAGALAND,Post Graduate
SIRODA,BJP,0,40000000.0,1 Crore+,GOA,Graduate
MANDLA (ST),BJP,0,90000000.0,2 Crore+,MADHYA PRADESH,Graduate Professional
BUNDI,INC,0,170000000.0,30 Lac+,RAJASTHAN,Post Graduate
PILIBHIT,BJP,4,50000000.0,1 Crore+,UTTAR PRADESH,Graduate
DUMKA (ST),JMM,2,80000000.0,2 Lac+,JHARKHAND,Graduate
GANDARVAKOTTAI (SC),CPI(M),0,400000.0,0,TAMIL NADU,Graduate Professional
COONOOR,DMK,3,100000000.0,1 Crore+,TAMIL NADU,Post Graduate
PATHANKOT,BJP,1,10000000.0,0,PUNJAB,Graduate Professional
BABUBARHI,JD(U),1,6900000.0,17 Lac+,BIHAR,Post Graduate
PUNGANUR,YSRCP,0,1300000000.0,20 Crore+,ANDHRA PRADESH,Graduate
MAYANG IMPHAL,BJP,0,20000000.0,50 Lac+,MANIPUR,Graduate
CHAKIA (SC),BJP,0,0.0,0,UTTAR PRADESH,12th Pass
TAMBARAM,DMK,3,270000000.0,8 Crore+,TAMIL NADU,Post Graduate
DHARMAVARAM,YSRCP,7,50000000.0,29 Lac+,ANDHRA PRADESH,Graduate Professional
BADNAPUR (SC),BJP,1,30000000.0,18 Lac+,MAHARASHTRA,Graduate
DAHEGAM,BJP,0,10000000.0,6 Lac+,GUJARAT,10th Pass
VALMIKI NAGAR,JD(U),2,40000000.0,27 Lac+,BIHAR,Graduate
ATRAULI,BJP,0,140000000.0,0,UTTAR PRADESH,Graduate Professional
PUTTUR,INC,1,700000000.0,56 Crore+,KARNATAKA,Graduate
KHERAGARH,BJP,1,10000000.0,0,UTTAR PRADESH,Graduate Professional
DATIA,INC,6,10000000.0,25 Lac+,MADHYA PRADESH,12th Pass
NAKASHIPARA,AITC,2,2500000.0,8 Lac+,WEST BENGAL,Graduate
KHARAGPUR,AITC,13,30000000.0,0,WEST BENGAL,12th Pass
KHANGABOK,INC,1,20000000.0,63 Lac+,MANIPUR,Post Graduate
BADWANI (ST),INC,2,50000000.0,1 Crore+,MADHYA PRADESH,Post Graduate
CUDDALORE,DMK,0,20000000.0,75 Lac+,TAMIL NADU,Graduate
JAWALAMUKHI,INC,0,40000000.0,32 Lac+,HIMACHAL PRADESH,Graduate
NURPUR,BJP,1,150000000.0,30 Lac+,HIMACHAL PRADESH,Graduate
BARAMBA,BJD,0,50000000.0,1 Crore+,ODISHA,Graduate
JALUKBARI,BJP,0,170000000.0,3 Crore+,ASSAM,10th Pass
MEERGANJ,BJP,0,30000000.0,14 Lac+,UTTAR PRADESH,Post Graduate
PAYYANNUR,CPI(M),3,9800000.0,3 Lac+,KERALA,Graduate Professional
HUBLI-DHARWAD-CENTRAL,BJP,1,10000000.0,7 Lac+,KARNATAKA,12th Pass
PONNANI,CPI(M),0,10000000.0,0,KERALA,10th Pass
DHANOLTI,BJP,0,30000000.0,6 Lac+,UTTARAKHAND,Post Graduate
MAHIDPUR,INC,4,0.0,30 Crore+,MADHYA PRADESH,Graduate Professional
JAYANKONDAM,DMK,21,120000000.0,19 Lac+,TAMIL NADU,10th Pass
DEHRA,IND,0,50000000.0,1 Crore+,HIMACHAL PRADESH,Graduate
BETTIAH,BJP,2,30000000.0,14 Lac+,BIHAR,Graduate
ZIRO HAPOLI,BJP,0,0.0,24 Lac+,ARUNACHAL PRADESH,Graduate
JAMALPUR (SC),AITC,5,1700000.0,0,WEST BENGAL,12th Pass
MAN,BJP,5,50000000.0,61 Lac+,MAHARASHTRA,Graduate
